"panel_area","panel_efficiency","panel_orientation","sunlight_hours","panel_age","energy_output"
16.5571601397824,0.164131391793489,"west",6.01160183233225,2.04214787378116,12.46746533984
9.54534482560121,0.165862483694218,"west",7.15568745926362,3.12375700927216,-0.533428234955334
6.31509646773338,0.171390284085646,"west",5.3090577338656,2.97707710892722,-8.46346774711978
12.3908153106458,0.18347678091377,"east",5.47492451935288,1.35398894256587,-7.82273408286873
14.4238765747286,0.180911306524649,"north",8.66119883561606,3.04633784396903,24.3663790221308
8.68593728169799,0.169733159639873,"east",4.70019915844291,3.16019473316706,13.071732158169
11.8285766150802,0.150017926609144,"south",5.15039465010347,4.16541364345402,8.38923472717408
12.1618789923377,0.14348955557216,"south",5.05966953334383,1.20466990754958,0.959925358448268
5.26499993517064,0.123701627436094,"east",3.8607619530086,1.63230077126377,1.01577931811543
18.4356498124544,0.126460417057388,"east",3.38492141609773,3.8340670205472,2.01063787551056
11.5425500716083,0.144829708547331,"south",7.08931057735773,3.24327564059292,2.2606034107597
18.1616975541692,0.10440977208782,"east",5.63327153092685,2.81097321452844,-8.82737541173384
12.3853811447043,0.182642467413098,"north",5.7323278758571,2.59484600755792,5.2237452085168
15.6917917076498,0.194904663041234,"east",5.37211579835757,1.77172384295194,-8.85420818603808
10.3819881996606,0.117634644196369,"west",4.53962498133146,3.87582775793663,-3.76491476716476
12.1340725175105,0.154748686985113,"west",2.56214615444538,2.51680642681594,8.57292558428089
10.0245853676461,0.155158701306209,"south",6.63410649255139,3.93136691682884,-2.13915262764489
8.58168637962081,0.159527597692795,"east",7.16517963351557,1.06174454594779,-15.6953769585793
9.23616881715134,0.107036862382665,"east",4.86785457633007,2.82326689019899,-15.5928700645434
15.2500288933516,0.192209233995527,"west",8.12017687441714,2.67858599508616,8.55550823985741
17.8848636848852,0.170881003653631,"south",4.71824432932211,2.18818398077167,-2.56596196125212
17.4125194794033,0.119341931724921,"west",6.17256715728554,2.54258897922498,-0.100697327890876
14.9927569087595,0.171158308140002,"east",5.6930569662652,3.3575286741517,-8.98502776753841
19.7885169484653,0.110664074192755,"north",3.73617007543783,4.1738639428606,-7.63560735404469
12.9858568566851,0.116714285663329,"north",8.17568901795196,2.90316618909568,-20.0556520688765
10.6595201417804,0.121101235458627,"east",4.80448253661486,3.46020079027425,-8.75893638642677
17.2996494174004,0.115509889740497,"east",6.65405470780286,4.15203584293305,-22.6921396147315
7.60724041378126,0.159303538105451,"east",7.18899907582759,3.35659163047914,1.93430916538161
8.33551806630567,0.124356505949982,"north",5.08066214322791,0.99152883545486,36.6914610192913
6.76157813286409,0.105022165039554,"east",4.775089291814,1.25673521106446,7.42766907752547
19.5834538934287,0.181504186871462,"south",5.07848271984102,3.14505175442213,-2.88633511462906
5.07165504619479,0.18455409554299,"west",6.6799730936268,3.54851773376904,9.16237246768819
12.7641177782789,0.140591395320371,"south",8.07388623799114,4.11009284855413,1.93508406657866
14.8822798347101,0.141735291620716,"north",4.65226193238886,1.68497616443007,-7.98195214336967
13.183471794473,0.191733875963837,"east",7.80256450521564,2.03389082825762,3.31332619793412
11.1660286982078,0.182967532100156,"north",4.97722802115257,2.36722773887932,9.67921973260995
7.61208009673283,0.15259246090427,"east",4.61809513695399,3.31038196098035,12.5471761643043
16.6545412968844,0.109998091356829,"east",6.31163646767211,3.7202405841362,3.54949729284278
13.1249363196548,0.179131505754776,"south",5.81711896093555,1.61557736943585,-0.619153377701913
6.97456506895833,0.16976142891217,"west",5.44338297259674,2.14439772050445,-9.01794235443835
17.7173657040112,0.182506970292889,"south",6.62684610257545,1.71207648177557,-4.17255317450731
14.5574812754057,0.164560220506974,"south",5.2241202676052,3.81449795970846,-13.4744889199698
6.46279017673805,0.186378199630417,"east",5.47967851100939,3.85404564977853,8.39859325227548
7.17795835109428,0.117302233236842,"east",5.02686843201504,3.69961983087481,-3.88862798769815
12.5228137942031,0.163098222785629,"north",6.83006868210779,2.68426258828691,-3.74480990230791
10.0974285730626,0.117942616529763,"east",5.66605879226105,3.07778537567622,12.6959625130464
12.8680690971669,0.158781095128506,"east",5.40575114995936,1.18557317635118,14.0245800402515
10.6715078314301,0.172321233223192,"south",2.85402141702484,3.39807116000766,6.32219723113347
5.75354339787737,0.129911246336997,"south",8.05754278681855,1.98812356692747,2.41130722723984
8.19576207199134,0.11229083747603,"east",6.21956610325705,4.37482323734919,-5.0945306556499
14.5835356600583,0.167246915609576,"east",6.75904492749148,3.22826909718411,10.7544192395521
11.3241977605503,0.174804768455215,"east",8.88146248902355,3.38015325009092,6.44579655334718
19.493631728692,0.159945265785791,"east",4.42286497674098,3.18356432253901,-0.169027507453645
15.0084751320537,0.196501934248954,"east",7.67847088088471,5.4342509364211,-8.20728228781641
8.12570646055974,0.188885020045564,"west",5.67769168993262,3.30305667885602,-0.354590615335846
19.7131012461614,0.117791942949407,"north",8.94583367217794,4.29167192178373,0.174811718243224
10.6192177021876,0.127121564326808,"south",6.40798590695354,2.94691018717292,11.6009952029225
15.6531381909736,0.17659552549012,"west",7.34341285558805,3.31026863689467,4.5552011447419
5.66433750209399,0.174294027779251,"north",5.27943020605995,3.80205689143749,-1.08774959689604
13.6357811524067,0.159875107533298,"east",6.48338533826297,3.48587994318144,-1.49781237137969
8.33878008648753,0.188524264027365,"south",6.35711365145623,2.13717909144966,1.93326970661025
13.3155229268596,0.184768621483818,"north",4.39207034261218,3.1103642239694,-1.51739502631156
14.2798267269973,0.188981030019931,"east",6.73300241805876,3.17913259122707,0.439324964737658
7.56792432861403,0.154637308605015,"south",7.76334742960222,2.83888875763898,6.42085357702979
18.8739952514879,0.188355636270717,"north",5.03539629763814,3.9165793363954,9.04098191899133
13.3770337537862,0.158166504022665,"west",4.84977536183917,1.52664758143588,-5.02831935560556
13.4377112833317,0.175948507082649,"east",6.44985754612376,3.98350314718788,-11.6760122118001
5.07000944460742,0.192098532663658,"west",5.18108112888044,3.58771464703146,-0.808800300980074
10.2265577286016,0.197262338642031,"east",6.5032964672528,4.71248735116214,-2.7170933070883
19.2541995563079,0.145528669469059,"west",8.56744351991638,3.03223465796273,11.5221934070459
7.72592015797272,0.181596091855317,"west",7.20832121204422,4.04302009646483,-1.82311057258291
13.2148266781587,0.176120407436974,"north",7.61570180424993,2.6250035301924,6.82400989880168
18.0683415930253,0.163442079536617,"east",5.11241074766634,1.66762665712238,-1.83054691447093
11.5376941801514,0.18014217808377,"east",4.91344518805898,1.72580563705246,10.8951225527285
7.01367015019059,0.154636674071662,"west",3.99593998540719,3.68819871528799,-14.9392604631967
13.3562528365292,0.145129895792343,"north",6.4795064099522,3.70592144034138,-1.39467962598455
16.2678302079439,0.19550048939418,"south",6.84447979546634,1.85637801539726,7.01052942908882
11.4177140919492,0.131386750354432,"east",6.25721117518851,3.17864579705635,12.78271895912
16.5364955528639,0.103826683713123,"north",5.68397818746785,3.04365117886689,4.42760047842695
10.1924724085256,0.173258780641481,"west",7.62805275574214,1.44646280637509,-8.59959742945766
